Customer_ID,Name,Email,Phone,Date_of_Birth,Account_Balance,Join_Date
1183,Bob Smith,,987-654-3210,28/11/1970,1426.77,03/05/2022
1184,Eve Adams,bob@email.com,,10/09/1971,5759.89,26/11/2021
1185,Eve Adams,,987-654-3210,20/03/2002,4068.77,11/02/2011
1186,David Wilson,bob@email.com,123-456-7890,10/04/1994,436.93,16/02/2017
1187,Eve Adams,,,24/10/1975,8220.55,25/04/2014
1188,Alice Johnson,charlie@email.com,987-654-3210,03/06/1998,4099.91,17/01/2010
1189,Eve Adams,,123-456-7890,23/12/1987,8332.35,15/11/2021
1190,Eve Adams,bob@email.com,,08/07/1998,5958.17,17/05/2011
1191,Charlie Davis,,987-654-3210,18/04/1998,6041.05,24/07/2023
1192,Bob Smith,bob@email.com,123-456-7890,21/09/1984,7992.24,27/12/2019
1193,Charlie Davis,,,28/07/1976,525.61,17/01/2020
1194,Charlie Davis,bob@email.com,,22/03/1980,5438.06,08/09/2012
1195,Bob Smith,,,30/08/1979,6893.3,14/02/2017
1196,Alice Johnson,,,16/03/1968,7991.06,11/09/2021
1197,Charlie Davis,bob@email.com,123-456-7890,13/05/1996,8153.33,15/10/2013
1198,Bob Smith,,123-456-7890,20/11/1960,9698.72,17/08/2019
1199,Eve Adams,charlie@email.com,123-456-7890,21/09/1969,4573.4,05/12/2016
1200,Eve Adams,,987-654-3210,17/04/2001,1174.77,21/07/2015
1201,David Wilson,,123-456-7890,06/11/1976,7577.63,28/08/2018
1202,Charlie Davis,alice@email.com,987-654-3210,27/01/1964,4013.99,12/12/2013
1203,Alice Johnson,bob@email.com,,20/03/2002,616.36,06/09/2014
1204,Charlie Davis,alice@email.com,,11/02/1963,5713.07,28/01/2019
1205,Alice Johnson,charlie@email.com,987-654-3210,06/09/1970,861.51,12/12/2018
1206,Bob Smith,charlie@email.com,,16/07/2004,3464.98,28/08/2015
1207,Alice Johnson,,987-654-3210,06/03/1986,-298.28,16/07/2022
1208,Bob Smith,,987-654-3210,16/08/1987,4283.64,29/04/2012
1209,Bob Smith,bob@email.com,987-654-3210,07/07/1979,-28.69,28/03/2023
1210,Charlie Davis,bob@email.com,123-456-7890,07/03/1962,6248.04,17/01/2019
1211,Bob Smith,,987-654-3210,06/02/1966,5582.95,19/05/2011
1212,Bob Smith,charlie@email.com,987-654-3210,28/08/1962,5804.21,26/01/2016
1213,Charlie Davis,bob@email.com,123-456-7890,26/07/1995,9419.66,13/10/2010
1214,David Wilson,alice@email.com,,04/08/1969,155.06,05/10/2019
1215,Bob Smith,,123-456-7890,19/08/1964,243.55,07/12/2020
1216,David Wilson,,,04/02/1983,6877.55,12/08/2019
1217,Alice Johnson,bob@email.com,987-654-3210,06/02/1987,1847.66,01/01/2016
1218,Alice Johnson,bob@email.com,,22/06/1960,4968.05,24/05/2012
1219,Charlie Davis,charlie@email.com,,25/06/1969,2896.55,05/01/2011
1220,Bob Smith,alice@email.com,123-456-7890,22/05/2003,7717.53,17/12/2011
1221,Alice Johnson,,987-654-3210,04/06/2000,9620.77,13/03/2013
1222,Alice Johnson,charlie@email.com,123-456-7890,14/07/1994,7763.72,24/08/2019
1223,Charlie Davis,charlie@email.com,123-456-7890,05/10/2003,9238.85,23/08/2011
1224,Charlie Davis,,987-654-3210,23/04/2003,2966.35,29/08/2016
1225,Bob Smith,,,12/01/1965,521.45,03/02/2023
1226,David Wilson,alice@email.com,123-456-7890,13/03/1990,2340.34,12/07/2018
1227,Eve Adams,,,13/08/1995,6870.85,27/10/2018
1228,Alice Johnson,charlie@email.com,,02/10/2002,1050.79,03/07/2010
1229,Eve Adams,charlie@email.com,,14/08/1980,4114.28,03/06/2015
1230,David Wilson,alice@email.com,987-654-3210,01/07/1967,9337.84,02/02/2016
1231,Bob Smith,charlie@email.com,123-456-7890,10/03/2004,6380.43,28/06/2017
1232,Eve Adams,,123-456-7890,15/05/1963,5881.27,25/01/2022
1233,Bob Smith,,123-456-7890,16/12/1980,3911.02,18/05/2019
1234,Bob Smith,bob@email.com,123-456-7890,18/06/1985,4474.25,24/06/2016
1235,Charlie Davis,,987-654-3210,10/01/1986,1907.02,05/05/2021
1236,David Wilson,,,05/02/1988,486.76,31/10/2014
1237,Bob Smith,,987-654-3210,27/02/1990,9092.12,16/02/2019
1238,David Wilson,alice@email.com,123-456-7890,14/09/2004,5418.8,24/12/2012
1239,Bob Smith,,987-654-3210,23/05/1981,6926.21,13/04/2022
1240,Eve Adams,alice@email.com,,13/11/2000,7440.7,23/01/2023
1241,Bob Smith,alice@email.com,987-654-3210,01/07/1964,6158.34,23/04/2023
1242,Charlie Davis,alice@email.com,987-654-3210,11/12/1971,5793.72,16/07/2016
1243,Eve Adams,bob@email.com,,23/02/1986,8224.58,06/08/2010
1244,Charlie Davis,bob@email.com,987-654-3210,29/04/2005,7597.96,15/07/2021
1245,David Wilson,bob@email.com,987-654-3210,22/12/1967,5602.94,13/03/2014
1246,Bob Smith,,123-456-7890,18/02/1967,3158.08,10/10/2023
1247,Eve Adams,charlie@email.com,,05/05/2004,3412.43,07/06/2012
1248,Alice Johnson,alice@email.com,123-456-7890,05/12/1994,3199.12,27/07/2010
1249,Charlie Davis,alice@email.com,123-456-7890,03/06/1969,8334.28,24/03/2011
1250,David Wilson,,,06/12/1973,5162.6,09/08/2011
1251,David Wilson,charlie@email.com,,16/08/2003,177.96,04/01/2021
1252,Charlie Davis,,123-456-7890,30/06/2004,842.3,26/10/2017
1253,Eve Adams,,,04/06/1969,4240.41,14/09/2016
1254,David Wilson,,987-654-3210,30/10/1990,876.92,03/12/2017
1255,David Wilson,alice@email.com,,31/07/2005,3410.32,21/04/2016
1256,Alice Johnson,,123-456-7890,01/01/2000,6771.7,12/11/2016
1257,Bob Smith,charlie@email.com,123-456-7890,28/05/1985,9647.18,05/04/2010
1258,Bob Smith,,987-654-3210,06/07/1981,9495.93,15/03/2022
1259,David Wilson,alice@email.com,123-456-7890,19/12/1993,2838.2,07/05/2022
1260,Eve Adams,alice@email.com,,10/03/2002,7060.12,04/03/2019
1261,Bob Smith,charlie@email.com,,29/01/1986,-235.62,30/10/2010
1262,Alice Johnson,charlie@email.com,,09/03/1975,742.06,12/06/2020
1263,Eve Adams,bob@email.com,,11/04/1986,4998.59,26/01/2018
1264,Alice Johnson,charlie@email.com,987-654-3210,12/10/1988,9901.73,29/09/2013
1265,David Wilson,charlie@email.com,987-654-3210,23/01/2000,808.09,25/10/2014
1266,David Wilson,bob@email.com,,16/01/1995,7708.93,18/12/2018
1267,Eve Adams,,987-654-3210,03/07/1994,8872.51,20/02/2020
1268,Eve Adams,,987-654-3210,28/08/1964,9063.83,09/05/2010
1269,David Wilson,,987-654-3210,29/11/1987,3563.01,29/03/2019
1270,Eve Adams,bob@email.com,,25/11/1984,9851.47,22/05/2015
1271,Alice Johnson,,987-654-3210,02/11/1961,8305.13,20/01/2013
1272,Alice Johnson,alice@email.com,,11/02/1966,-307.67,30/09/2022
1273,Alice Johnson,bob@email.com,,16/01/1985,4044.64,13/10/2017
1274,Eve Adams,,,18/12/1994,-397.31,18/11/2013
1275,Eve Adams,alice@email.com,123-456-7890,26/06/1968,7095.98,15/11/2013
1276,Alice Johnson,bob@email.com,123-456-7890,18/12/1987,4125.92,06/11/2023
1277,Bob Smith,charlie@email.com,123-456-7890,20/07/1973,1967.93,02/11/2011
1278,Bob Smith,alice@email.com,123-456-7890,16/11/1995,8696,02/04/2019
1279,Eve Adams,alice@email.com,123-456-7890,22/04/1992,9380.89,12/09/2010
1280,Bob Smith,,,03/06/1983,5320.22,20/07/2018
1281,Eve Adams,alice@email.com,,13/01/1978,2757.82,09/11/2010
1282,Eve Adams,charlie@email.com,,02/04/1965,-377.24,07/01/2011
1283,David Wilson,charlie@email.com,987-654-3210,10/04/1961,5078.8,18/11/2017
1284,Bob Smith,bob@email.com,,30/09/1963,8193.83,28/07/2014
1285,Bob Smith,bob@email.com,987-654-3210,20/02/1971,2129.2,13/02/2018
1286,Bob Smith,charlie@email.com,123-456-7890,08/06/1965,9453.36,28/01/2018
1287,Eve Adams,alice@email.com,123-456-7890,04/04/1992,138.21,27/10/2022
1288,David Wilson,bob@email.com,123-456-7890,14/01/1972,1252.5,02/05/2015
1289,Alice Johnson,charlie@email.com,,28/01/1996,1895.23,15/03/2020
1290,Bob Smith,alice@email.com,123-456-7890,01/12/1972,9252.4,01/02/2022
1291,Eve Adams,bob@email.com,,09/10/1988,-282.55,05/06/2018
1292,Bob Smith,,,08/09/1985,2961.75,08/06/2011
1293,Bob Smith,charlie@email.com,,06/04/1984,2384.79,13/05/2020
1294,Charlie Davis,charlie@email.com,,15/12/1969,921.39,21/05/2011
1295,Bob Smith,,987-654-3210,30/05/1976,5474.82,23/01/2012
1296,David Wilson,bob@email.com,123-456-7890,05/03/1969,2811.91,10/05/2012
1297,Bob Smith,alice@email.com,987-654-3210,28/11/1982,8426.64,09/04/2018
1298,Charlie Davis,bob@email.com,,05/07/1975,3860.34,04/07/2014
1299,David Wilson,bob@email.com,,25/06/1967,7322.19,21/02/2014
1300,Bob Smith,bob@email.com,123-456-7890,29/05/1965,1081.58,07/11/2016
1301,Bob Smith,,,04/06/1980,5028.94,20/01/2023
1302,Bob Smith,bob@email.com,,16/02/1971,8063,24/01/2011
1303,Charlie Davis,,123-456-7890,11/10/1966,8496.29,10/02/2019
1304,Bob Smith,bob@email.com,987-654-3210,22/08/1986,555.17,10/07/2015
1305,Eve Adams,,123-456-7890,17/06/2005,9788.66,07/03/2021
1306,Alice Johnson,charlie@email.com,,21/02/1987,5187.76,22/06/2021
1307,David Wilson,alice@email.com,,19/09/2002,224.22,09/01/2022
1308,Alice Johnson,,987-654-3210,04/09/1965,1771.35,30/01/2013
1309,David Wilson,,123-456-7890,14/10/1992,8686.75,14/12/2017
1310,Bob Smith,alice@email.com,987-654-3210,01/10/1974,7103.45,02/04/2015
1311,Bob Smith,,123-456-7890,07/07/1960,-86.77,22/10/2011
1312,Alice Johnson,bob@email.com,987-654-3210,05/09/1996,9298.66,11/08/2023
1313,Alice Johnson,alice@email.com,123-456-7890,02/10/1979,7277.5,23/04/2018
1314,Eve Adams,,123-456-7890,17/02/1995,8799.74,24/11/2019
1315,Alice Johnson,bob@email.com,,02/02/1989,8308.47,17/04/2019
1316,Eve Adams,charlie@email.com,,09/09/1976,7167.32,12/04/2012
1317,David Wilson,,,27/08/1971,4471.63,29/06/2010
1318,Bob Smith,bob@email.com,,24/03/1985,4265.36,19/09/2012
1319,Charlie Davis,,,18/12/1987,9857.33,09/11/2022
1320,David Wilson,alice@email.com,,12/12/1976,1977.44,20/09/2018
1321,Eve Adams,,,14/09/1965,4578.18,02/01/2022
1322,Eve Adams,charlie@email.com,,08/05/1999,8071.68,22/07/2022
1323,Bob Smith,charlie@email.com,987-654-3210,07/04/1994,1021.53,09/06/2013
1324,Charlie Davis,alice@email.com,987-654-3210,08/06/2002,5526.14,02/11/2014
1325,Charlie Davis,bob@email.com,123-456-7890,28/08/2003,6018.04,02/03/2011
1326,Bob Smith,,123-456-7890,23/07/1997,2979.24,15/04/2023
1327,Alice Johnson,alice@email.com,123-456-7890,07/11/1973,7404.32,14/11/2018
1328,Bob Smith,bob@email.com,123-456-7890,01/08/1994,7110.87,29/11/2014
1329,Bob Smith,charlie@email.com,987-654-3210,18/10/1975,6110.62,01/03/2016
1330,David Wilson,bob@email.com,123-456-7890,16/10/1963,1211.02,25/12/2010
1331,David Wilson,charlie@email.com,987-654-3210,10/01/1976,6019.08,04/08/2014
1332,Charlie Davis,,,29/08/1990,4391.61,26/01/2017
1333,Alice Johnson,,,01/01/1987,594.35,18/02/2023
1334,David Wilson,charlie@email.com,,26/03/2003,4756.94,02/08/2015
1335,David Wilson,charlie@email.com,987-654-3210,16/02/1998,4749.63,16/06/2023
1336,Charlie Davis,,987-654-3210,01/02/1982,9467.24,08/02/2017
1337,David Wilson,charlie@email.com,987-654-3210,27/02/1984,7334.43,22/08/2010
1338,David Wilson,alice@email.com,987-654-3210,11/02/2004,8252.01,04/11/2021
1339,Bob Smith,,123-456-7890,22/02/2000,6793.7,15/03/2020
1340,David Wilson,bob@email.com,,23/09/1971,2192.98,05/04/2016
1341,Charlie Davis,,,11/12/1984,1056.99,27/12/2021
1342,David Wilson,bob@email.com,987-654-3210,05/01/1999,4488.68,29/12/2023
1343,Alice Johnson,alice@email.com,987-654-3210,03/06/2004,4640.12,25/01/2015
1344,Charlie Davis,charlie@email.com,987-654-3210,30/09/1994,1491.12,05/11/2018
1345,Bob Smith,bob@email.com,987-654-3210,24/09/1970,435.68,18/12/2012
1346,Charlie Davis,charlie@email.com,987-654-3210,23/11/2000,561.19,15/02/2018
1347,Eve Adams,,987-654-3210,27/09/1991,4524.02,10/08/2014
1348,Bob Smith,,123-456-7890,17/11/1960,2839.61,16/12/2012
1349,David Wilson,charlie@email.com,,02/11/1982,-233.79,22/05/2012
1350,Eve Adams,charlie@email.com,123-456-7890,10/03/2004,4546.46,13/11/2011
1351,Bob Smith,bob@email.com,,04/07/1983,9203.45,27/07/2023
1352,Charlie Davis,bob@email.com,,24/12/1983,6044.71,04/03/2012
1353,David Wilson,alice@email.com,123-456-7890,04/11/1965,7353.72,26/10/2010
1354,Bob Smith,bob@email.com,,14/12/1966,6103.37,18/06/2019
1355,Charlie Davis,bob@email.com,,09/08/1967,3411.01,18/03/2016
1356,Bob Smith,,123-456-7890,03/02/1974,7532.29,17/11/2013
1357,Bob Smith,bob@email.com,987-654-3210,12/12/1977,2879.73,20/04/2013
